irn,year,falladm,pctmin,Avgtchpy,Tadmprtc,Ptaxrate,Agy,Percapy,Pctag,Pctres,Persex,Agehet,racehet,inchet,localxpa,math,agvalpera,resvalpera,cl2valpera_ch1,salestax,disadv,dum90,dum91,dum92,dum93,dum94,dum95,dum96,dum97,dum98,dum99,dum00,dum01,dum02,dum03,dum04,dum05,dum06,dum07,dum08,dum09,dum10,countynum
49700,2003,0.872,7.2,50.95948,20.1,24.94248934,0.95684063,22016.58146,20.54737375,84.94940397,4.346,0.646655245,0.262894909,0.819414628,2.141709473,82.15,20.76905551,65.09685161,0.04580561,1.5,0.118888889,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,74
49916,2003,0.943,3.1,45.37218,17.9,27.01291814,1.081467239,19909.1907,14.42047726,90.26328304,5.432,0.559749938,0.061043884,0.613175974,2.33667404,82.15,13.8195894,72.68250668,1.225969761,0.25,0.191995413,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,76
50005,2003,1.479,1.7,55.0529,21,28.60579808,2.25453796,24548.54051,2.591268759,95.3804973,9.184,0.557252774,0.032366399,0.513826783,3.569882164,82.15,3.390413658,121.4053412,-0.153812545,0.5,0.086455526,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,77
44545,1999,4.139,3.9,62.675487,21,32.39999939,10.11025949,34153.97436,0.048418569,84.43215629,29.602,0.588562756,0.06926335,0.716846745,5.327860364,82.2,0.094300046,164.3458377,4.846941277,1,0.020508614,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18
44842,2004,7.11,10.3,66.361599,20,33.13159894,16.62386227,35128.50467,0.062291441,77.41560739,47.323,0.582068503,0.065087357,0.456311979,5.378315681,82.2,0.130618215,162.2012901,-1.467983416,1,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18
44958,2001,3.369,6.4,52.5881,16.4,29.29999755,7.091388958,31056.27117,1.363543518,71.8776124,22.834,0.56727415,0.056866671,0.680608309,3.747844708,82.2,2.426550668,125.4862487,6.675713349,1,0.11221831,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,57
45211,2000,1.159,2.8,50.15373,18.5,24.80349091,1.470284553,24525.1802,14.01410464,85.49466144,5.995,0.630003369,0.094063927,0.706735899,1.81408141,82.2,11.98865115,61.14949771,0.081283939,1,0.04296875,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
46391,2000,1.582,0.9,44.317614,20.1,22.34419121,1.775546701,23517.17485,24.24277989,95.97622597,7.55,0.617748673,0.013343037,0.59266604,2.098718814,82.2,23.72511721,70.20170226,-0.214649893,1,0.050531915,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14
46789,1997,1.8,2.83,45.698292,18.32,29.42488734,1.993237781,23535.6923,12.91586583,80.63693082,8.469,0.601709091,0.047202768,0.828638975,2.21161676,82.2,12.0388388,63.1225963,0.329255413,1,0.080021257,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22
47175,1996,1.435,1.38,52.628637,18.4,26.43248807,1.858403394,14922.14063,21.60019018,77.09725723,12.454,0.700593812,0.013621046,0.896107355,2.359346063,82.2,25.00761351,64.25171227,0.229280478,0.75,0.147532859,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
47415,1994,0.626,5.75,42.160264,16.34,33.61189271,0.574632479,18669.02141,38.82749879,86.78845853,3.078,0.625117714,0.050187264,0.931098032,1.965650871,82.2,26.1631996,32.31761514,0.352292669,0.5,0.073403064,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
47878,2000,0.984,0.5,57.366738,17.7,29.90999497,3.647060329,50837.19444,5.767639063,92.3014316,7.174,0.559614906,0.022235948,0.666428959,8.21193497,82.2,17.15610909,257.3987672,0.267446643,0.5,0.029739777,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43
48116,1995,1.108,1.32,48.096832,16.69,28.43699631,2.119047442,26277.87006,3.566599433,84.99198524,8.064,0.627622002,0.054860408,0.835242874,3.79477369,82.2,5.599877437,127.8450774,3.3581595,0.75,0.033847042,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
48264,1998,1.772,1.2,41.191423,17.9,26.96408368,2.097954374,23848.52079,20.50377717,88.33593554,8.797,0.641029108,0.034617765,0.811775235,1.843654027,82.2,15.87048578,52.50395069,1.68390992,1,0.070187274,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,49
48298,2001,4.821,9.8,54.78166,16.3,32.68329757,7.825124408,23032.00709,0.797840102,74.55651927,33.975,0.583266979,0.052656762,0.600039211,2.98668324,82.2,0.977897947,90.40465713,-1.308628457,1,0.152565147,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50
48470,1999,2.237,3.7,54.268284,19.6,27.2191979,2.988597864,27733.83319,16.10188848,86.32598626,10.776,0.587600858,0.045949795,0.679857603,2.908999823,82.2,19.93442151,86.93866978,-0.752629647,0.5,0.068901304,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,52
49197,1997,2.445,3.93,48.629826,18.05,27.12999757,2.587078729,22387.32026,5.423661515,83.26273897,11.556,0.579949232,0.027221392,0.805111211,2.368282123,82.2,5.686244982,81.60761183,-0.167963315,1.25,0.054332443,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67
49627,1999,1.634,0.9,48.917547,18.9,21.99998374,1.078430397,17433.40442,20.38883633,94.98310787,6.186,0.615005255,0.069223402,0.839331276,0.78476067,82.2,7.657040306,28.01392559,-0.127347881,1,0.205128205,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,73
50161,2000,3.263,6.8,57.136002,18,27.90629766,6.433117411,34118.89372,0.947906409,67.58031002,18.855,0.55616525,0.056833114,0.661582934,3.232002645,82.2,1.624481483,114.1917649,-0.913503207,0.5,0.050955414,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,78
50203,1996,0.874,5.42,49.603275,13.76,32.3469888,0.827710622,24781.75514,6.986844165,42.83445212,3.34,0.576250096,0.044510747,0.872063559,1.323048367,82.2,6.671595446,34.23015203,-6.402978057,0.75,0.05278384,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
50435,1999,3.428,3,54.017208,19.1,27.5498966,7.396734662,36595.75827,0.801235817,71.01669006,20.212,0.625051693,0.069474646,0.689106206,2.832197205,82.2,1.15985432,101.6426079,3.396402267,1,0.036172695,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,83
50500,2001,2.56,3.5,48.92078,18.7,28.39998715,2.605432927,20786.92299,20.65616407,86.48632734,12.534,0.621466006,0.025981128,0.634634045,1.828886273,82.2,15.38051141,49.01692172,0.18225974,1.5,0.111875,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,84
50500,2002,2.526,3.3,50.480108,16.7,28.57219109,2.563146188,21081.97226,20.42536932,86.40282103,12.158,0.621467686,0.026595099,0.595546195,1.860001259,82.2,15.38904564,49.70926106,-0.406382539,1.5,0.16125,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,84
50500,2003,2.565,3.5,49.95766,18.1,28.61409053,2.727345788,20683.64772,20.2356011,87.05461515,13.186,0.621469365,0.027209071,0.556458345,1.89307837,82.2,15.37846386,50.78049263,0.929639072,1.5,0.210625,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,84
50534,1999,1.499,1.3,48.862464,18.4,27.75059759,2.220829618,24972.78329,6.144824449,93.06684289,8.893,0.611451791,0.042630073,0.635760964,2.550910249,82.2,6.069282288,85.85343184,0.026307644,0.75,0.065934066,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,85
49809,1994,0.555,0.53,39.91347,16.01,28.75447424,0.492695679,19551.41583,30.71700398,82.85852967,2.52,0.673793103,0.019865296,0.891630015,1.62707229,82.25,20.97698411,35.6080286,1.954419838,1.5,0.084745503,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
43638,1998,3.473,9.6,50.179633,20.2,29.90849783,6.243098917,26301.12869,4.986990893,69.23520833,23.737,0.593827252,0.09160673,0.87284142,2.415157406,82.3,5.816509096,74.93503581,14.88406018,1,0.118501291,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,87
43679,1997,2.313,4.87,47.583882,17.51,26.4802979,3.390631317,25399.89001,6.218654521,75.92138647,13.349,0.623027455,0.098843877,0.783368467,1.955502413,82.3,6.04878,67.79866763,0.489813952,1,0.070557543,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,86
43984,2002,6.085,11.8,53.54188,16.6,27.8520994,10.74674614,27477.554,0.821406741,75.28116728,39.111,0.62041903,0.067577072,0.60013169,2.607865385,82.3,1.021642971,92.61098946,0.997757249,0.5,0.204903315,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,32
44388,2000,6.363,4.5,61.491144,19.6,37.11229926,13.84481944,33785.15689,3.072310174,77.08594566,40.979,0.627765918,0.048941116,0.631100046,4.080983269,82.3,4.382650184,105.5804443,7.33877795,0.5,0.051216389,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52
44651,2003,1.841,10.4,58.7227,14.5,25.48999908,3.607645754,27813.16594,2.326090844,80.51556887,12.971,0.485558129,0.098259935,0.548048052,5.955100424,82.3,6.749414123,226.8755619,0.392478096,1,0.284284165,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,62
46037,2001,1.488,1.4,48.84514,19.8,24.14347789,1.426975464,19364.57409,27.62053716,95.5741102,7.369,0.588043464,0.007620898,0.74910581,1.7407875,82.3,20.83712446,51.26464597,-0.107128249,1.25,0.220598592,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
46102,2001,8.709,11.5,53.42502,20.5,28.13909943,15.87873158,28631.47834,0.667932122,72.53936572,55.459,0.617922962,0.042404906,0.570514251,2.786369753,82.3,0.911773843,98.10951005,6.053306548,0.5,0.062629827,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9
46219,1995,1.035,1.77,46.11978,17.64,21.99998733,1.067442164,20027.05749,26.12952082,89.64482149,5.33,0.620672294,0.020571057,0.83046488,1.426673206,82.3,18.90202412,45.94679532,-0.094476106,1,0.053947164,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
46680,2002,0.733,2.1,50.866592,14.9,22.30678979,0.837420335,19393.70855,30.1191178,94.71928505,4.318,0.629973296,0.020489818,0.674161837,1.842203771,82.3,26.2605869,56.32430265,-0.15044712,1,0.181084337,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19
47902,1994,1.714,0.91,63.350917,15.17,21.49999427,1.575945646,21441.43736,3.175961605,33.00379019,7.35,0.608871684,0.020130929,0.838667314,1.348094847,82.3,6.033836394,56.6682662,-23.94029289,0.5,0.030506053,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
47969,2004,0.913,1,50.425713,16.6,21.99994903,0.570248869,15550.82818,49.96956405,95.18147508,3.667,0.654769286,0.097269894,0.491290566,0.922123932,82.3,22.00496836,19.90985294,-0.131555572,1.5,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,44
48389,1999,2.481,1.2,52.409553,20.3,21.99998894,2.869839365,22099.48687,21.38299162,90.06048785,12.986,0.597578064,0.018872644,0.725218487,1.45824011,82.3,15.73768135,50.54599334,0.392813212,0.5,0.077634011,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50
48397,2004,0.805,1,48.806118,16.4,34.40659403,1.056755633,25761.96082,23.41354074,91.87127859,4.102,0.527360062,0.043469327,0.429684245,3.142529899,82.3,23.27689621,68.0582094,1.185010426,1,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50
49866,2000,3.232,1,51.455382,19.2,27.94549313,5.824709478,29291.97625,3.674996358,87.2248572,19.885,0.59673023,0.024093987,0.559430549,2.705721501,82.3,4.079321751,92.74206869,-0.423726409,0,0.05370844,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,76
49940,2003,1.537,1.1,49.30748,18.2,25.83484614,1.537187546,19323.53923,16.93539605,80.71959355,7.955,0.603619436,0.061890673,0.672907778,1.7627511,82.3,14.31533468,53.9161961,2.538190954,0.25,0.296785714,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,76
50013,1998,3.83,2.8,49.509084,19.7,29.26649746,5.978393421,29187.09867,1.290767909,79.59900055,20.483,0.600931594,0.029127442,0.736860443,3.036792075,82.3,1.682615371,102.0808117,1.840350165,0.5,0.079570694,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,77
50336,1996,1.398,1.51,44.906286,17.37,34.46661803,1.420783124,20273.73179,40.5795076,94.6373283,7.008,0.650648471,0.021982405,0.813269617,2.271336837,82.3,28.25707309,37.64254129,-0.138936397,1,0.082174862,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
45484,2003,0.842,2.8,46.4094,19.6,24.80418903,0.962573625,22521.61031,19.52434656,92.44899431,4.274,0.575483686,0.019588311,0.662126919,1.991556912,82.35,16.95672613,63.33442589,0.119486355,1.5,0.173659794,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11
49650,2003,1.661,1.3,47.98588,17,22.03428972,1.201075685,17533.95161,10.51509858,95.75256927,6.85,0.60465832,0.062239779,1.001906822,0.828313823,82.35,4.128181337,33.46385515,0.445151383,1.5,0.404548193,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,73
44131,1998,1.533,2.2,49.952658,17.5,30.47979478,3.471543508,32206.5452,2.641439245,85.78898014,10.779,0.610799468,0.046986566,0.719974655,4.03085941,82.4,4.071877776,128.1750563,0.7570854,1,0.054512594,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22
44958,1999,3.395,4.8,54.848577,17.1,29.69989931,7.569185866,33230.2479,1.472160578,72.57136167,22.778,0.570535661,0.049934749,0.733594229,3.837302852,82.4,2.620963732,126.5815905,0.1767444,1,0.07629108,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,57
45047,1999,13.061,16.8,66.269973,19.9,30.24039849,27.44459268,36870.54838,0.211121836,78.05061055,74.435,0.607376947,0.090854915,0.602821139,3.578482965,82.4,0.32008719,118.0144303,1.954989575,0.5,0.038888889,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25
45112,2003,3.145,8.6,52.09228,17.8,23.95529728,4.245422927,22892.54746,10.63550046,67.62388286,18.545,0.609304193,0.061157625,0.696498318,2.207639301,82.4,14.49387059,77.66275243,0.044264399,1,0.28828019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14
45120,1995,4.498,7.86,54.827864,19.13,40.11519813,6.851259976,27026.66657,2.110499811,64.80732061,25.35,0.613358261,0.04767196,1.003101872,2.446944309,82.4,1.986444313,59.01149219,3.53611502,0.75,0.121949839,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
45328,2001,0.99,2.1,48.09972,17.9,28.69999447,1.646388756,23733.44033,3.900450432,73.7036087,6.937,0.603002363,0.011726329,0.645300124,2.979697192,82.4,5.494350101,98.32787172,-1.303882255,1,0.13809322,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15
46631,2001,1.109,0.9,49.28312,19.2,21.99998968,1.411422172,22640.71499,17.44830945,93.91585009,6.234,0.599204058,0.028954154,0.680421617,1.922454878,82.4,16.23484473,71.14950893,-0.100485877,1,0.07739777,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19
46714,2003,1.109,2.4,51.02438,18.3,28.99998511,1.278413758,20347.18698,36.8870385,96.71065705,6.283,0.598940315,0.061777346,0.520147468,2.321598395,82.4,30.53435672,49.52080144,-0.12954631,1,0.238345196,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20
46813,1995,2.147,9.1,53.990944,19.17,35.56729512,3.08058649,26219.98885,4.381114045,69.91027807,11.749,0.588397026,0.051098813,0.919116635,3.268214552,82.4,5.758418836,86.12977625,2.964754169,1,0.048240273,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
46821,2002,2.425,3.4,55.067348,16.7,29.18869677,3.84935957,26342.02128,2.244402782,82.49284021,14.613,0.578602523,0.046293469,0.565771595,3.615290768,82.4,3.369869394,120.4894038,-0.182254348,1,0.174723662,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22
47597,1998,1.203,7.9,45.902127,18.3,25.84456923,1.230316172,20021.41858,38.94331451,90.04849854,6.145,0.671505487,0.168678476,0.727975015,1.610536543,82.4,26.94993498,35.36631137,0.560819218,1,0.068559061,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35
48942,2000,1.674,6.9,48.099678,19.8,29.68549232,2.221760455,26212.36969,10.46825701,90.31773355,8.476,0.567027961,0.134453782,0.689346476,2.377758541,82.4,9.28378,70.81455609,-0.191694511,1,0.047486034,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,62
49320,1998,0.883,1.6,40.465103,20.3,25.71366322,0.750695208,19590.16723,33.95560219,92.81068567,3.832,0.650374272,0.017632612,0.714977877,0.988137737,82.4,14.05940656,24.36910239,0.227295813,1,0.082078912,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,69
49700,2000,0.858,3.5,45.635568,17.7,25.37798832,0.938344575,22819.66378,23.86928235,85.66511428,4.112,0.642935576,0.208808897,0.857443116,2.141281,82.4,23.50995692,60.86556462,1.188785088,1,0.055555556,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,74
49783,1996,0.813,0,45.531294,21.06,26.9874437,0.849845886,21965.51786,23.56649423,92.50380615,3.869,0.655660249,0.004172462,0.780021217,1.73031014,82.4,16.33418923,47.78118827,0.330023649,1.5,0.014345992,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
50153,1998,1.095,0.4,49.570043,21.7,30.00649109,1.518926765,24681.94288,17.98735141,84.77813937,6.154,0.570669173,0.015947929,0.751085536,2.450832521,82.4,17.32932953,64.34741546,3.334682124,0.75,0.028145434,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78
50179,1999,1.183,0.6,50.459871,18.4,32.90999915,1.438344244,22275.73554,36.21321191,92.94967622,6.457,0.573249589,0.02768519,0.661501352,2.527981491,82.4,29.92713781,46.88785935,0.105543055,0.5,0.088,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,78
50674,1995,1.811,5.14,49.038024,20.01,29.96389744,1.858299089,21493.1655,24.84602355,88.8139198,8.646,0.62783591,0.078954101,0.792207599,1.667639863,82.4,15.56968479,40.08528687,-0.228157163,1,0.054088363,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
50328,1994,0.809,0.74,45.398949,15.27,24.49878002,1.242382817,23135.62044,37.08522573,86.7237557,5.37,0.60600426,0.024110944,0.819556266,2.606392338,82.45,45.49442513,60.89423323,-4.514653111,1,0.031096423,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
44438,1999,2.273,10.5,48.616512,16.7,26.56209435,3.734710473,24889.77323,15.45038995,84.94014213,15.005,0.6268265,0.116027024,0.717944617,2.402155096,82.5,16.44997305,73.98548221,0.710968881,1,0.114886731,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35
44487,2000,3.096,2.9,46.001736,17.2,23.17039849,5.20380526,23446.90123,5.645884774,72.30776431,22.194,0.587732985,0.029962547,0.687108748,2.066319814,82.5,6.963235988,82.21605952,2.625138911,1,0.084917617,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,79
44768,2002,1.951,7.6,54.930092,18.3,30.48999481,2.956419628,24727.49773,0.502668197,72.96068108,11.956,0.588955235,0.095811738,0.594914701,3.32134539,82.5,0.750497448,108.1818068,6.290967649,0.75,0.146522593,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,47
44834,1998,6.063,4.6,54.254807,20.5,32.59999748,11.73805369,30424.44129,0.478837995,81.75336851,38.581,0.594686295,0.047356054,0.702145139,3.511655203,82.5,0.630924292,107.0885688,3.335728633,0.5,0.03877661,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,77
44958,1995,3.547,3.47,48.107808,17.1,32.24689692,6.515096268,28796.0056,1.368275147,69.1515414,22.625,0.577058681,0.036070906,0.839566068,3.169525007,82.5,1.944812901,96.34448962,1.391172714,1,0.058711882,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
44958,1996,3.561,3.79,49.115661,16.82,30.562699,6.500617824,28726.93369,1.503838248,71.14202735,22.629,0.575427926,0.039536867,0.813073108,3.408436544,82.5,2.357427784,109.1653322,-0.619099246,1,0.063106681,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
44958,2002,3.341,7.2,54.265484,16.6,29.30679933,6.780060241,30064.11955,1.173580707,71.32341639,22.552,0.565643395,0.060332632,0.654115349,4.134521585,82.5,2.321334343,138.7558791,-0.289269024,1,0.14814554,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,57
45260,2001,0.887,5.4,42.75734,14.5,20.51688697,1.057327189,19983.50385,17.3602932,85.95743677,5.291,0.613654904,0.018603834,0.655363921,1.521363382,82.5,14.97597452,59.17579053,0.035449901,1,0.127874494,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,88
45757,1998,1.172,0.9,40.086379,20.1,26.80018254,1.315583273,21485.9264,25.21121844,95.81977776,6.123,0.605973794,0.021514201,0.811575824,1.62414833,82.5,15.94507675,44.65706012,0.455552003,1,0.080110577,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
46151,2003,3.04,6.4,56.25768,19.2,24.19419767,5.719280298,27184.18317,9.095202918,77.99501916,21.039,0.535172601,0.042534455,0.490071229,3.449857704,82.5,16.62782638,125.9624653,1.552787875,0.5,0.150822785,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
46623,1998,0.723,2,38.146067,14.5,24.95007485,0.731718905,20146.44563,38.34301696,93.20161068,3.632,0.626616325,0.040257891,0.891125305,1.335572744,82.5,22.02209129,31.50771783,0.633860441,1,0.123568171,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19
46680,1996,0.935,1.19,42.914073,16.69,22.06679812,0.773084101,17772.04829,36.68597754,94.35348225,4.35,0.633734665,0.019928008,0.881169344,1.144875087,82.5,20.17255675,31.70969098,0.114097205,1,0.057123568,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
47399,2000,2.07,2.8,55.041822,19.8,30.24529729,3.915296509,29589.60482,0.886123589,87.78576981,13.232,0.643914825,0.023085586,0.695759398,3.82888,82.5,1.277862348,125.3163637,-2.234662985,1,0.077380952,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31
47415,1998,0.653,4.5,42.445622,17.3,27.30984761,0.679753199,22235.9568,36.99452552,88.73234604,3.057,0.637285947,0.055475021,0.903181654,1.991993378,82.5,30.41053853,42.5299409,0.521097508,0.5,0.089099217,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32
49031,1999,1.16,2.3,56.170569,16.5,21.99998929,1.205926111,20663.57284,40.3009449,91.47152856,5.836,0.625544618,0.036948476,0.739982948,1.45155742,82.5,29.069733,36.91018185,0.222704677,1.5,0.065789474,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,63
49031,2000,1.092,2.2,54.986646,15.7,22.00136337,1.222213796,20701.45319,39.49440729,91.65125293,5.904,0.621248736,0.038423645,0.708492934,1.539600797,82.5,30.15474967,39.82276813,0.384178451,1.5,0.065789474,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,63
49411,1999,1.745,0.8,44.916984,19.6,23.12239012,2.089899107,21097.30575,20.58121051,90.40438118,9.906,0.590683195,0.009228416,0.738343302,1.782321736,82.5,17.54829053,59.53378128,-0.23578614,1.25,0.076190476,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,70
49601,2002,0.573,2.2,42.030436,16.6,22.00519078,0.50706755,20113.74652,5.621645302,78.3108631,2.521,0.609247966,0.024148251,1.014654136,1.423268782,82.5,4.643048447,60.03572649,-0.381215691,1.5,0.242,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,73
50039,1995,0.763,0.12,50.39356,15.25,37.26176851,1.050599492,21533.09063,0.204695711,73.61868193,4.879,0.580617851,0.013986737,0.761807345,2.283721872,82.5,0.17041211,61.1181945,1.751443462,0.5,0.064256172,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
50328,1996,0.928,0.76,47.258148,20.62,28.34058747,1.367633211,24690.97692,37.00392416,90.98741424,5.539,0.607479117,0.030286533,0.754164741,3.187544864,82.5,45.74187016,66.73091706,0.616519992,1,0.025750052,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
50336,1998,1.367,1.8,43.341849,19.1,32.52128864,1.662333175,21861.29899,40.09118258,95.65956299,7.604,0.649009917,0.025463213,0.731828563,2.64444922,82.5,34.07908773,47.23531681,0.593155793,1,0.076978397,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,80
50427,1997,2.789,2.01,51.270966,20.46,23.60999786,6.148550557,36524.5964,4.176898335,94.14540655,16.834,0.617355361,0.040799059,0.725785552,3.409039904,82.5,6.406058595,137.9836159,-0.663805706,1,0.011782683,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,83
44792,2003,4.559,43.4,64.34894,16,39.01119905,9.90582768,29308.91674,0,81.42701878,33.798,0.600518849,0.124566526,0.537349307,6.928008028,82.55,0,177.5902355,7.242167237,1,0.226421933,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18
43661,2001,6.764,3.6,54.11798,18.4,28.79949986,11.49489556,26849.07752,1.322704941,85.31772784,42.813,0.592098397,0.062546962,0.527850475,3.284611555,82.6,1.768164902,112.2828281,-0.399608492,0.5,0.085480067,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,52
